Customer_ID,Loan_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Savings_Account_Balance,Loan_Type,Loan_Amount,Loan_Tenure_Months,Interest_Rate_Pct,EMI_Amount,Pay_History,Delinquency_12M,Credit_Card_Utilization,Behavior_Spending_Score,Behavior_Repayment_Score,No_of_Open_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Oldest_Trade_Open_Months,Outstanding_Loans,Avg_Balance_6M,Bounce_Count_6M,Transaction_Count_3M,Max_DPD_12M,Missed_Payment_Count,Collateral_Value,LTV_Ratio,Default,Default_Date,Disbursal_Date,Vintage_Q,MOB_at_default,MOB_on_book,Target,sample
374,LOAN00374,63,1725789,10,Single,High School,10,287053,Personal Loan,143813,12,14.11,12919,Average,0,0.96,15,21,6,1167861,2037292,0.75,2,2,2,2,0,30,0,314029,0,163,60,0,,,0,,2021-12-03,2021Q4,,24,0,test
399,LOAN00399,41,873407,14,Married,Graduate,9,109750,Personal Loan,146344,24,11.79,6874,Average,0,0.87,32,77,4,2375395,525546,0.05,0,1,0,0,0,112,3,108665,1,76,30,0,,,0,,2019-01-24,2019Q1,,59,0,test
372,LOAN00372,34,2370281,13,Married,Postgraduate,5,42477,Education Loan,1705320,12,8.69,148887,Good,3,0.99,71,41,8,2409980,379424,0.76,3,0,0,0,3,127,1,48230,2,104,60,2,,,1,2023-09-22,2021-10-13,2021Q4,23.0,26,1,test
255,LOAN00255,61,2081714,21,Single,Graduate,11,947992,Business Loan,1349483,48,11.68,35325,Average,2,0.96,52,93,11,99027,1925556,0.31,1,0,0,0,0,14,6,971346,1,65,30,1,1750308.0,0.771,0,,2021-03-19,2021Q1,,33,0,test
368,LOAN00368,54,2362876,14,Divorced,High School,2,599502,Personal Loan,413409,72,8.8,7410,Average,2,0.79,95,32,3,377358,238860,0.62,1,0,0,0,2,65,5,644914,6,162,15,2,,,1,2021-04-25,2020-09-21,2020Q3,7.0,39,1,test
217,LOAN00217,63,1726889,28,Divorced,Postgraduate,13,545346,Home Loan,385138,48,14.43,10607,Poor,0,0.52,57,80,8,1347575,623752,0.63,2,0,0,0,1,12,2,642376,0,154,0,0,464968.0,0.8283,0,,2020-02-19,2020Q1,,46,0,test
401,LOAN00401,55,1144048,4,Married,Postgraduate,2,29533,Personal Loan,649411,36,8.81,20593,Poor,3,0.59,8,33,1,2986832,902522,0.07,1,0,0,0,1,109,5,92664,3,133,90,3,,,1,2023-09-20,2022-02-12,2022Q1,19.0,22,1,test
320,LOAN00320,41,476645,9,Single,Graduate,19,76340,Personal Loan,396028,60,11.36,8681,Good,0,0.82,78,80,1,980068,2038640,0.86,1,0,0,0,0,173,9,98269,0,56,90,0,,,0,,2019-11-21,2019Q4,,49,0,test
141,LOAN00141,27,1705065,5,Single,Postgraduate,1,666699,Personal Loan,1805557,12,12.19,160582,Poor,0,0.29,45,71,3,706058,669309,0.08,3,0,0,0,0,164,1,687791,6,120,0,0,,,1,2021-09-06,2019-03-18,2019Q1,30.0,57,1,test
18,LOAN00018,21,1486684,21,Married,PhD,18,741687,Auto Loan,115620,12,7.0,10004,Good,0,0.99,3,71,10,1340534,1749554,0.26,0,0,0,0,2,125,0,794295,1,169,60,0,176278.0,0.6559,0,,2021-09-29,2021Q3,,27,0,test
306,LOAN00306,32,672670,28,Divorced,Graduate,10,289165,Personal Loan,1355889,36,10.12,43827,Average,1,0.74,49,8,7,1461768,608219,0.15,0,2,2,1,0,222,0,310508,7,25,90,0,,,1,2022-09-24,2021-04-27,2021Q2,17.0,32,1,test
28,LOAN00028,38,1607931,13,Single,Postgraduate,19,713978,Auto Loan,1284686,60,9.33,26874,Average,3,0.1,90,36,5,2584938,1707436,0.44,2,0,0,0,2,172,6,761863,2,31,90,2,1466962.0,0.8757,0,,2019-11-08,2019Q4,,49,0,test
78,LOAN00078,32,2074770,4,Married,PhD,11,259948,Auto Loan,1511524,24,10.72,70252,Poor,0,0.76,71,2,4,2987322,1429607,0.03,1,0,0,0,2,38,0,272500,2,162,15,0,1909419.0,0.7916,0,,2020-09-26,2020Q3,,39,0,test
76,LOAN00076,32,1291423,28,Married,High School,9,401083,Auto Loan,475809,24,12.37,22480,Poor,0,0.28,73,34,8,186037,1690321,0.12,4,0,0,0,0,47,0,356736,7,78,0,0,843628.0,0.564,1,2021-03-11,2019-06-26,2019Q2,21.0,54,1,test
406,LOAN00406,56,899168,19,Single,High School,5,514215,Auto Loan,136430,36,12.51,4564,Good,3,0.49,37,47,9,2288850,1229193,0.36,3,0,0,0,0,91,5,479841,2,126,60,3,223163.0,0.6113,1,2024-01-22,2021-05-25,2021Q2,32.0,31,1,test
456,LOAN00456,41,1393584,27,Divorced,High School,4,747510,Education Loan,1948490,36,9.78,62671,Poor,5,0.25,19,18,7,882707,2329794,0.26,4,0,0,0,2,107,5,698492,2,98,0,4,,,1,2023-01-25,2021-05-31,2021Q2,20.0,31,1,test
338,LOAN00338,25,507264,2,Married,Graduate,19,375499,Personal Loan,1058108,60,12.33,23713,Average,0,0.07,45,3,3,2930746,1744133,0.79,2,0,0,0,1,112,0,335931,3,85,60,0,,,1,2022-11-17,2019-12-22,2019Q4,35.0,48,1,test
25,LOAN00025,48,1859665,13,Single,Postgraduate,8,348017,Business Loan,1780895,12,11.42,157747,Good,2,0.59,70,35,1,476602,851460,0.89,0,2,2,2,0,206,9,419730,3,103,60,2,2373781.0,0.7502,0,,2021-03-05,2021Q1,,33,0,test
120,LOAN00120,48,2135044,26,Single,PhD,19,446217,Home Loan,1854718,12,8.43,161707,Good,2,0.44,15,36,8,1847072,1383831,0.15,4,1,1,0,0,41,9,520608,3,77,30,1,2158952.0,0.8591,0,,2021-01-10,2021Q1,,35,0,test
106,LOAN00106,57,797537,28,Divorced,Graduate,7,460758,Personal Loan,502181,72,14.75,10550,Good,0,0.89,3,11,10,2581972,1891098,0.84,3,0,0,0,1,24,8,428105,2,158,90,0,,,0,,2019-09-01,2019Q3,,51,0,test
74,LOAN00074,50,891365,1,Single,Graduate,10,895147,Business Loan,233806,60,9.61,4922,Poor,5,0.97,39,11,11,383364,925454,0.9,1,0,0,0,0,175,3,864584,1,116,15,5,390117.0,0.5993,0,,2021-05-21,2021Q2,,31,0,test
355,LOAN00355,49,1615065,16,Single,Postgraduate,15,701956,Personal Loan,1187210,12,8.25,103410,Average,0,0.6,50,85,9,115845,1755678,0.03,3,0,0,0,0,214,9,714846,3,73,30,0,,,0,,2019-12-08,2019Q4,,48,0,test
202,LOAN00202,37,1877289,5,Married,PhD,3,969518,Home Loan,818747,24,8.67,37280,Good,3,0.12,62,20,11,957188,1844935,0.69,0,0,0,0,0,239,2,1046229,4,135,30,3,938826.0,0.8721,1,2021-10-14,2019-12-18,2019Q4,22.0,48,1,test
381,LOAN00381,64,1054075,14,Single,PhD,13,14433,Home Loan,1527759,36,9.4,48867,Good,1,0.97,8,75,2,1220294,641768,0.66,4,0,0,0,0,28,2,1000,1,6,0,0,2174851.0,0.7025,0,,2022-03-06,2022Q1,,21,0,test
89,LOAN00089,53,916921,24,Divorced,PhD,17,714887,Personal Loan,875997,72,14.69,18375,Good,2,0.45,63,62,4,124752,1690309,0.33,1,1,1,1,2,182,1,787851,3,161,90,1,,,0,,2020-03-09,2020Q1,,45,0,test
62,LOAN00062,23,1438001,6,Married,Postgraduate,12,74318,Personal Loan,860670,48,10.49,22031,Poor,1,0.3,63,88,10,380056,2274868,0.95,2,2,1,1,0,231,6,31364,3,50,90,0,,,0,,2019-12-30,2019Q4,,48,0,test
462,LOAN00462,54,495059,13,Single,Graduate,8,581134,Personal Loan,1155151,24,10.44,53539,Good,0,0.77,4,53,1,1538720,2151769,0.89,1,2,1,0,0,140,3,578689,4,109,90,0,,,1,2023-03-09,2021-03-21,2021Q1,24.0,33,1,test
45,LOAN00045,52,286318,6,Married,Graduate,7,996583,Home Loan,1940814,60,14.29,45451,Good,4,0.47,59,2,7,931672,317410,0.54,4,0,0,0,0,198,6,979510,3,109,90,3,3178880.0,0.6105,0,,2021-05-20,2021Q2,,31,0,test
491,LOAN00491,41,1161329,4,Married,Graduate,1,877023,Personal Loan,59105,24,7.34,2655,Good,0,0.68,41,48,2,717363,1548847,0.19,3,1,1,1,0,149,6,881476,2,125,60,0,,,0,,2020-06-09,2020Q2,,42,0,test
413,LOAN00413,64,1080645,29,Single,Graduate,11,60708,Education Loan,1220265,12,15.13,110213,Good,5,0.3,73,66,3,568692,181338,0.13,2,2,1,0,0,136,0,68074,2,146,30,4,,,0,,2020-10-11,2020Q4,,38,0,test
48,LOAN00048,33,612346,11,Married,Postgraduate,18,506147,Home Loan,1802395,24,11.17,84148,Poor,1,0.77,98,63,6,368399,2181445,0.95,3,0,0,0,3,181,4,508427,7,36,0,1,2827686.0,0.6374,1,2023-12-25,2021-12-30,2021Q4,24.0,24,1,test
261,LOAN00261,30,1040653,7,Married,Postgraduate,6,316729,Home Loan,106609,12,12.81,9512,Good,3,0.19,4,2,11,359149,1672480,0.38,4,2,2,2,1,84,4,398302,3,46,90,3,181854.0,0.5862,0,,2019-09-21,2019Q3,,51,0,test
429,LOAN00429,41,2084119,26,Married,Postgraduate,4,335458,Home Loan,981762,36,7.0,30313,Average,2,0.15,93,40,7,1696576,427392,0.94,2,0,0,0,2,159,1,290141,3,135,90,1,1753451.0,0.5599,1,2022-05-23,2021-05-08,2021Q2,12.0,31,1,test
479,LOAN00479,59,1372983,0,Married,Postgraduate,6,522132,Business Loan,1106573,48,10.13,28134,Poor,1,0.83,5,5,8,2772675,1658131,0.71,1,0,0,0,0,36,4,473896,2,6,30,1,1829053.0,0.605,0,,2021-09-19,2021Q3,,27,0,test
279,LOAN00279,59,1246218,4,Divorced,Postgraduate,13,333581,Home Loan,1132616,36,8.79,35906,Poor,1,0.23,70,11,8,1773219,1848628,0.77,1,0,0,0,2,168,8,378130,3,170,15,1,1555907.0,0.7279,0,,2021-09-08,2021Q3,,27,0,test
458,LOAN00458,34,670486,23,Married,PhD,10,898728,Personal Loan,1085803,24,11.4,50808,Poor,1,0.87,77,88,2,189207,202130,0.12,0,1,0,0,0,137,1,918089,1,57,90,1,,,0,,2019-01-07,2019Q1,,59,0,test
133,LOAN00133,32,1820207,0,Married,Postgraduate,1,146889,Education Loan,903788,36,15.48,31542,Good,2,0.43,74,53,10,2703156,1435233,0.13,4,0,0,0,1,211,9,237819,2,59,0,2,,,0,,2020-11-20,2020Q4,,37,0,test
95,LOAN00095,60,2377451,13,Married,Graduate,12,318822,Home Loan,968756,48,16.92,27913,Good,0,0.5,83,84,8,2293256,1425201,0.12,1,1,1,1,0,182,7,388343,1,25,90,0,1426371.0,0.6792,0,,2020-12-25,2020Q4,,36,0,test
65,LOAN00065,39,1519641,0,Single,High School,17,300707,Personal Loan,598359,48,12.51,15907,Good,2,0.57,17,45,11,1890650,23446,0.32,4,1,1,1,0,142,0,364097,0,44,90,1,,,0,,2019-12-27,2019Q4,,48,0,test
387,LOAN00387,54,1830630,0,Single,Graduate,12,536797,Auto Loan,385989,36,14.51,13288,Average,1,0.67,45,8,11,1003164,1771481,0.2,4,0,0,0,0,105,7,527158,1,19,30,0,583250.0,0.6618,0,,2021-06-28,2021Q2,,30,0,test
176,LOAN00176,52,595493,14,Married,Postgraduate,3,429432,Personal Loan,760242,36,17.8,27408,Average,2,1.0,7,16,3,1966956,2460012,0.52,1,1,1,0,1,159,7,392787,5,56,60,1,,,1,2023-01-18,2020-08-18,2020Q3,29.0,40,1,test
410,LOAN00410,27,2133987,23,Married,PhD,15,695340,Auto Loan,272695,12,10.32,24014,Average,2,0.73,37,8,4,65614,2433133,0.63,1,0,0,0,2,53,3,696267,2,30,15,1,428430.0,0.6365,1,2021-01-08,2019-12-02,2019Q4,13.0,48,1,test
422,LOAN00422,47,2219653,0,Divorced,Postgraduate,12,162395,Personal Loan,202375,36,13.38,6855,Poor,2,0.02,16,100,8,2895958,768149,0.78,4,0,0,0,3,158,5,214935,4,60,60,2,,,1,2024-02-05,2022-01-27,2022Q1,25.0,23,1,test
223,LOAN00223,40,658525,7,Married,High School,1,765224,Home Loan,1037849,24,12.61,49151,Good,1,0.62,97,70,3,299412,1004312,0.99,0,0,0,0,1,29,7,798218,2,77,15,0,1580754.0,0.6566,1,2023-12-15,2021-11-12,2021Q4,25.0,25,1,test
252,LOAN00252,47,1824038,3,Single,Postgraduate,5,683174,Personal Loan,486922,60,9.04,10117,Poor,0,0.91,22,75,7,2361271,1707317,0.25,1,0,0,0,2,171,4,636053,2,107,60,0,,,0,,2020-08-27,2020Q3,,40,0,test
315,LOAN00315,25,1494142,8,Divorced,Postgraduate,9,434401,Auto Loan,526622,24,11.62,24696,Average,0,0.08,65,82,9,1637124,1625932,0.02,1,1,0,0,0,178,5,410938,1,166,90,0,903191.0,0.5831,0,,2020-12-02,2020Q4,,36,0,test
430,LOAN00430,64,2467601,28,Single,Graduate,5,484323,Home Loan,209987,12,10.96,18555,Good,0,0.6,70,15,11,1495451,1638474,0.36,4,1,0,0,3,17,5,456707,2,141,30,0,242107.0,0.8673,0,,2021-11-15,2021Q4,,25,0,test
289,LOAN00289,63,1774395,27,Single,High School,5,44305,Personal Loan,713193,72,17.25,15965,Good,5,0.54,60,55,2,735370,1618645,0.52,4,1,0,0,0,160,0,83374,6,34,15,5,,,1,2024-02-12,2021-12-07,2021Q4,26.0,24,1,test
3,LOAN00003,61,1936538,19,Divorced,High School,2,60295,Personal Loan,1784595,48,17.27,51744,Poor,1,0.44,27,88,3,2171645,1589031,0.23,0,0,0,0,0,230,0,62414,3,85,90,0,,,0,,2020-02-14,2020Q1,,46,0,test
129,LOAN00129,55,1434578,23,Divorced,PhD,19,427905,Business Loan,301754,60,12.99,6864,Good,1,0.03,52,16,10,2594482,2483155,0.49,0,1,1,0,0,137,3,463129,3,39,30,1,334269.0,0.9027,1,2023-10-12,2020-11-22,2020Q4,35.0,37,1,test
52,LOAN00052,45,721107,25,Married,High School,15,826806,Personal Loan,1782517,24,17.51,88569,Poor,0,0.52,88,24,9,340796,1492701,0.05,2,0,0,0,1,23,2,815396,1,117,60,0,,,0,,2020-02-10,2020Q1,,46,0,test
60,LOAN00060,56,221449,5,Divorced,PhD,13,65776,Business Loan,500777,24,10.3,23177,Average,1,0.07,46,85,3,2482867,1125086,0.17,1,0,0,0,0,156,7,30222,7,63,30,0,752076.0,0.6659,1,2023-06-22,2021-06-23,2021Q2,24.0,30,1,test
63,LOAN00063,63,1514669,16,Divorced,Postgraduate,12,226776,Home Loan,741200,36,10.73,24171,Poor,5,0.99,87,3,3,701815,1453599,0.5,2,0,0,0,3,90,9,226755,2,131,15,4,940425.0,0.7882,0,,2021-10-27,2021Q4,,26,0,test
257,LOAN00257,34,297374,24,Married,Graduate,8,300535,Auto Loan,578116,48,9.22,14446,Average,0,0.06,76,26,4,1939292,380686,0.39,4,0,0,0,0,78,4,386931,3,102,30,0,986386.0,0.5861,0,,2019-12-19,2019Q4,,48,0,test
453,LOAN00453,29,2084702,8,Single,Graduate,15,291454,Business Loan,1515571,36,7.0,46796,Poor,1,0.83,14,88,5,487712,1382783,0.3,1,0,0,0,0,199,7,374743,1,60,15,1,2426920.0,0.6245,0,,2020-06-05,2020Q2,,42,0,test
70,LOAN00070,42,2118881,29,Married,High School,4,403650,Education Loan,957589,36,12.12,31860,Average,1,0.02,73,72,9,1085987,647723,0.0,2,2,2,1,1,231,4,380805,2,29,60,0,,,0,,2021-08-28,2021Q3,,28,0,test
463,LOAN00463,64,683864,5,Married,High School,17,27610,Home Loan,1397859,36,14.04,47802,Good,5,0.03,91,86,8,2423443,312538,0.27,1,1,0,0,0,50,5,40804,3,142,60,5,2398483.0,0.5828,0,,2021-07-02,2021Q3,,29,0,test
163,LOAN00163,36,2315701,22,Divorced,Graduate,16,838651,Business Loan,598624,60,12.89,13586,Poor,0,0.8,38,34,7,215759,359197,0.1,0,0,0,0,1,136,8,913817,6,78,15,0,792183.0,0.7557,1,2023-03-14,2021-06-15,2021Q2,21.0,30,1,test
139,LOAN00139,32,1821147,18,Married,Graduate,2,88256,Auto Loan,202204,36,11.6,6677,Poor,3,0.91,86,49,1,2225006,707013,0.4,3,0,0,0,0,82,1,114461,1,59,30,3,336763.0,0.6004,0,,2019-07-09,2019Q3,,53,0,test
104,LOAN00104,62,1277516,1,Single,Graduate,1,664713,Home Loan,1356256,12,13.16,121238,Good,0,0.05,91,78,6,766014,179223,0.73,0,0,0,0,2,206,8,643361,0,64,90,0,2022515.0,0.6706,0,,2019-09-12,2019Q3,,51,0,test
165,LOAN00165,22,1224164,9,Divorced,Graduate,14,394600,Auto Loan,1931895,72,16.41,42343,Good,1,0.39,33,16,10,395220,232075,0.39,3,0,0,0,1,130,3,477605,2,177,60,1,3325429.0,0.5809,0,,2020-06-08,2020Q2,,42,0,test
269,LOAN00269,47,1888393,1,Married,Postgraduate,11,859659,Home Loan,294021,72,13.17,5928,Average,3,0.56,89,91,7,2169316,1133622,0.41,0,1,0,0,3,191,2,836274,1,116,90,3,457571.0,0.6426,0,,2020-01-02,2020Q1,,47,0,test
117,LOAN00117,59,972705,5,Married,Graduate,19,38331,Business Loan,65757,36,17.4,2357,Average,2,0.59,64,3,1,2477016,1232306,0.17,4,1,1,1,1,68,6,17536,3,117,90,2,77908.0,0.844,0,,2020-04-24,2020Q2,,44,0,test
469,LOAN00469,59,2481533,20,Single,High School,11,511304,Home Loan,377753,36,14.01,12912,Good,1,0.78,84,5,4,112537,771235,0.35,0,0,0,0,0,142,1,572294,3,111,15,0,636546.0,0.5934,0,,2021-06-09,2021Q2,,30,0,test
159,LOAN00159,29,1662112,29,Single,High School,14,652453,Business Loan,156994,36,13.63,5337,Poor,1,0.09,16,41,5,2885872,2152992,0.7,1,1,0,0,1,84,8,724181,0,145,90,0,246533.0,0.6368,0,,2021-02-24,2021Q1,,34,0,test
135,LOAN00135,27,2110764,9,Single,Graduate,18,328855,Home Loan,572389,72,11.27,10974,Average,1,0.28,34,39,9,845121,2377865,0.79,0,0,0,0,1,45,3,399271,1,125,15,1,913502.0,0.6266,0,,2021-03-01,2021Q1,,33,0,test
464,LOAN00464,55,2091376,16,Married,High School,8,712160,Personal Loan,1466802,12,9.57,128662,Poor,5,0.44,37,43,9,882556,264491,0.3,2,1,0,0,1,21,7,794575,2,34,90,4,,,1,2020-08-27,2019-06-01,2019Q2,14.0,54,1,test
263,LOAN00263,21,2458892,24,Single,High School,15,574644,Auto Loan,490364,60,11.78,10853,Good,0,0.61,65,71,8,2545882,226114,0.6,3,0,0,0,3,74,2,526131,0,105,60,0,568856.0,0.862,0,,2021-07-03,2021Q3,,29,0,test
114,LOAN00114,43,1936046,16,Single,Graduate,1,108841,Auto Loan,1112628,36,8.46,35102,Average,0,0.96,37,95,7,2802480,753628,0.93,4,1,0,0,2,32,8,64821,2,144,30,0,1252053.0,0.8886,0,,2022-02-22,2022Q1,,22,0,test
138,LOAN00138,24,1243433,11,Single,Postgraduate,13,191618,Auto Loan,537635,36,15.71,18824,Average,0,0.16,30,69,1,2479317,634811,0.35,0,2,1,1,1,49,2,175078,1,80,90,0,730669.0,0.7358,0,,2021-12-30,2021Q4,,24,0,test
475,LOAN00475,32,2301513,27,Single,Graduate,19,530758,Business Loan,1629417,36,11.43,53677,Good,2,0.19,66,40,4,1643835,1522432,0.59,3,1,1,1,0,121,7,601102,2,76,90,1,1811848.0,0.8993,0,,2021-10-25,2021Q4,,26,0,test
46,LOAN00046,62,2305607,3,Single,Graduate,6,702524,Auto Loan,764190,48,11.65,19992,Good,0,0.07,13,66,6,2973292,1850811,0.97,2,0,0,0,0,146,3,702736,0,80,60,0,852730.0,0.8962,0,,2020-02-22,2020Q1,,46,0,test
225,LOAN00225,42,238169,7,Divorced,Postgraduate,10,462018,Personal Loan,115071,36,10.49,3739,Good,1,0.65,39,33,3,2004459,743455,0.86,2,0,0,0,0,114,2,507307,6,74,90,0,,,1,2022-01-15,2020-02-25,2020Q1,23.0,46,1,test
222,LOAN00222,35,412005,4,Married,High School,16,899368,Home Loan,106728,24,14.35,5141,Poor,3,0.7,36,76,2,2684746,873337,0.56,3,1,1,1,3,72,9,862645,2,116,60,2,145138.0,0.7354,1,2022-01-15,2019-12-09,2019Q4,25.0,48,1,test
350,LOAN00350,40,1350004,14,Divorced,PhD,11,253876,Education Loan,1999687,48,13.72,54363,Poor,3,0.65,27,37,4,1045447,1302135,0.65,3,2,1,1,3,95,2,214013,5,79,90,3,,,1,2020-03-05,2019-06-27,2019Q2,9.0,54,1,test
224,LOAN00224,34,332590,2,Single,Graduate,12,420975,Home Loan,1235648,12,12.81,110254,Good,1,0.52,9,94,3,809885,1301073,0.42,0,1,0,0,0,234,1,490467,3,23,60,1,1379435.0,0.8958,0,,2021-06-28,2021Q2,,30,0,test
31,LOAN00031,42,996561,0,Single,PhD,10,419308,Personal Loan,609955,12,13.21,54539,Good,3,0.92,32,94,11,349523,381899,0.75,4,2,1,1,0,93,4,428262,2,95,90,2,,,0,,2020-01-02,2020Q1,,47,0,test
8,LOAN00008,26,1444381,6,Divorced,PhD,12,119123,Home Loan,574475,12,11.31,50856,Average,2,0.2,5,93,7,401025,1514738,0.39,0,2,2,2,0,51,7,74797,2,49,90,1,814990.0,0.7049,0,,2019-09-30,2019Q3,,51,0,test
59,LOAN00059,32,451580,23,Single,PhD,11,835298,Business Loan,1361736,48,16.03,38612,Poor,3,0.9,22,69,5,1767617,791907,0.94,1,0,0,0,0,198,5,918103,2,54,15,2,1861789.0,0.7314,0,,2019-11-26,2019Q4,,49,0,test
347,LOAN00347,51,2372490,10,Single,PhD,10,791152,Home Loan,254748,48,12.75,6802,Average,3,0.0,51,80,10,2242459,1086863,0.91,3,1,0,0,2,209,3,797456,1,49,15,3,389498.0,0.654,0,,2019-10-08,2019Q4,,50,0,test
54,LOAN00054,30,2496696,22,Married,Postgraduate,18,284752,Personal Loan,825885,24,11.66,38746,Good,0,0.4,42,5,2,2016962,1189038,0.29,4,0,0,0,2,179,5,344149,0,114,90,0,,,0,,2021-08-05,2021Q3,,28,0,test
154,LOAN00154,60,296530,13,Single,Graduate,3,464004,Auto Loan,1680346,36,12.4,56133,Poor,3,0.3,90,88,7,1031395,774209,0.57,2,2,2,1,3,26,2,474746,7,54,90,3,2471226.0,0.68,1,2021-05-15,2020-03-23,2020Q1,14.0,45,1,test
110,LOAN00110,46,1027689,9,Divorced,Graduate,11,540485,Auto Loan,1404390,12,11.56,124489,Poor,3,0.04,28,21,4,2626054,507593,0.87,4,2,2,2,1,163,2,606304,0,147,90,3,1945703.0,0.7218,0,,2019-12-30,2019Q4,,48,0,test
219,LOAN00219,50,1979176,26,Single,High School,11,110541,Personal Loan,492508,24,13.91,23625,Average,3,0.82,92,90,10,1466503,2286378,0.89,4,0,0,0,0,24,1,118839,7,8,15,2,,,1,2023-05-12,2021-12-05,2021Q4,17.0,24,1,test
1,LOAN00001,22,2341378,1,Married,Postgraduate,16,503092,Personal Loan,742865,72,9.67,13638,Poor,4,0.38,83,35,6,1455687,533313,0.82,2,2,1,1,3,219,9,586300,7,98,90,4,,,1,2023-10-11,2021-04-07,2021Q2,30.0,32,1,test
392,LOAN00392,49,1065923,11,Married,PhD,1,416832,Auto Loan,942444,12,15.48,85277,Good,0,0.66,94,4,9,1316391,854600,0.86,2,1,0,0,0,149,3,498919,7,145,60,0,1153758.0,0.8168,1,2019-11-11,2019-04-04,2019Q2,7.0,56,1,test
379,LOAN00379,26,1504611,10,Married,Graduate,14,425447,Home Loan,175965,36,8.53,5557,Good,0,0.09,3,71,11,1525977,1987123,0.53,1,2,1,1,2,23,6,466933,1,160,60,0,294790.0,0.5969,0,,2019-07-18,2019Q3,,53,0,test
145,LOAN00145,46,1262235,5,Married,Graduate,5,307387,Auto Loan,856370,36,9.87,27580,Average,0,0.31,59,4,5,945982,513755,0.04,3,0,0,0,0,182,0,300717,0,133,30,0,1409659.0,0.6075,0,,2020-04-16,2020Q2,,44,0,test
236,LOAN00236,61,947990,7,Married,High School,15,695623,Personal Loan,1127123,72,9.01,20322,Good,4,0.29,86,27,11,805817,2463838,0.14,0,0,0,0,0,130,9,752596,2,31,90,4,,,0,,2020-02-15,2020Q1,,46,0,test
140,LOAN00140,49,989470,28,Married,PhD,8,244333,Home Loan,1351198,48,14.3,37127,Good,4,0.56,80,73,4,1619614,609177,0.82,1,1,1,0,0,209,3,269023,7,176,90,3,1525427.0,0.8858,1,2021-06-16,2020-01-07,2020Q1,17.0,47,1,test
318,LOAN00318,61,877844,7,Divorced,Graduate,5,409160,Auto Loan,1063364,48,9.67,26801,Average,0,0.62,31,50,2,1517147,279740,0.87,2,0,0,0,1,99,8,454707,7,123,30,0,1484517.0,0.7163,1,2024-09-20,2022-02-11,2022Q1,31.0,22,1,test
144,LOAN00144,62,200647,2,Married,Postgraduate,1,183410,Personal Loan,1552637,36,9.71,49888,Good,3,0.18,47,86,2,1842656,713287,0.6,4,2,1,1,0,225,9,232104,1,168,90,3,,,0,,2021-06-28,2021Q2,,30,0,test
492,LOAN00492,28,1004228,7,Divorced,Graduate,11,452026,Business Loan,1107311,36,7.0,34190,Average,0,0.52,45,35,9,2647304,491544,0.14,2,0,0,0,0,110,8,403096,5,49,15,0,1245153.0,0.8893,1,2022-05-18,2019-12-10,2019Q4,29.0,48,1,test
340,LOAN00340,26,275390,6,Single,PhD,13,752145,Business Loan,540028,60,13.08,12309,Average,0,0.54,63,36,1,2273235,1919923,0.76,2,0,0,0,0,188,9,777616,2,139,90,0,871258.0,0.6198,0,,2020-12-25,2020Q4,,36,0,test
262,LOAN00262,34,400001,20,Single,Graduate,14,538410,Business Loan,1598557,24,9.66,73514,Good,2,0.43,53,60,11,2409078,1631113,0.81,4,2,1,1,3,188,3,554713,2,163,60,2,1807268.0,0.8845,0,,2019-09-25,2019Q3,,51,0,test
91,LOAN00091,28,346730,2,Single,High School,12,931366,Auto Loan,1704303,36,12.96,57391,Poor,3,0.1,2,41,10,2204715,849705,0.57,1,0,0,0,1,191,2,945577,0,145,30,3,2216988.0,0.7687,0,,2020-06-11,2020Q2,,42,0,test
414,LOAN00414,54,749147,22,Single,Postgraduate,4,359264,Business Loan,716607,60,11.83,15879,Average,0,0.03,31,56,8,2923696,259895,0.16,3,2,2,1,3,19,9,405906,4,175,90,0,1276141.0,0.5615,1,2023-06-12,2020-11-16,2020Q4,31.0,37,1,test
497,LOAN00497,58,1179557,21,Single,Graduate,9,320724,Business Loan,786099,24,14.63,37977,Poor,3,0.52,25,87,11,2649230,1335540,0.87,3,2,2,2,0,81,6,401040,7,173,60,2,1251016.0,0.6284,1,2022-09-12,2022-01-17,2022Q1,8.0,23,1,test
313,LOAN00313,26,2012864,24,Married,Graduate,5,656191,Personal Loan,1371219,36,12.88,46122,Average,5,0.54,38,15,9,448382,2170075,0.98,3,0,0,0,1,82,6,725308,3,20,60,5,,,0,,2019-03-16,2019Q1,,57,0,test
460,LOAN00460,46,567334,11,Single,PhD,3,691784,Auto Loan,1421702,12,11.55,126017,Good,0,0.47,1,16,3,1548281,1543263,0.89,2,0,0,0,1,83,7,786475,0,61,0,0,1924900.0,0.7386,0,,2019-03-14,2019Q1,,57,0,test
441,LOAN00441,35,1437577,17,Divorced,Postgraduate,5,419038,Personal Loan,126289,36,13.07,4259,Poor,3,0.05,82,72,8,1000494,1869935,0.22,2,0,0,0,0,185,6,453164,0,31,90,2,,,0,,2022-03-07,2022Q1,,21,0,oot
